Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
539309,Rama Steel Tubes Limited,RAMASTEEL,Rama Steel Tubes Ltd,Active,B ,1.00,INE230R01035,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
539310,THINKINK PICTUREZ LIMITED,THINKINK,Thinkink Picturez Ltd,Active,B ,5.00,INE365S01037,Advertising & Media Agencies,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Advertising & Media Agencies,
539312,UTI Mutual Fund,UTISENSETF,UTI S&P BSE SENSEX ETF,Active,A ,10.00,INF789FB1X58, ,Equity,-,-,-,-,
539313,UTI Mutual Fund,UTINIFTETF,UTI NIFTY 50 ETF,Active,B ,10.00,INF789FB1X41, ,Equity,-,-,-,-,
539314,Universal Autofoundry Limited,UNIAUTO,Universal Autofoundry Ltd,Active,B ,10.00,INE203T01012,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
539331,VETO SWITCHGEARS AND CABLES LIMITED,VETO,Veto Switchgears and Cables Ltd,Active,B ,10.00,INE918N01018,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,
539332,Navkar Corporation Limited,NAVKARCORP,Navkar Corporation Ltd,Active,B ,10.00,INE278M01019,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,
539334,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Ltd,Active,B ,10.00,INE712K01011,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,
539336,Gujarat Gas Limited,GUJGAS,Gujarat Gas Ltd,Active,A ,2.00,INE844O01030,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing,
539337,WAAREE TECHNOLOGIES LIMITED ,WAAREE,Waaree Technologies Ltd,Active,M ,10.00,INE725P01012,Power Generation,Equity,Utilities,Power,Power,Power Generation,
539346,Sadbhav Infrastructure Project Limited,SADBHIN,Sadbhav Infrastructure Project Ltd,Active,B ,10.00,INE764L01010,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
539353,SAL AUTOMOTIVE LIMITED,SALAUTO,Sal Automotive Ltd,Active,X ,10.00,INE724G01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
539354,POLYSPIN EXPORTS LIMITED,POLYSPIN,Polyspin Exports Ltd,Active,X ,5.00,INE914G01029,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,
539359,Pritika Auto Industries Limited,PRITIKAUTO,Pritika Auto Industries Ltd,Active,B ,2.00,INE583R01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
539378,Soni Medicare Limited,SML,Soni Medicare Ltd,Active,XT,10.00,INE848R01018,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
539383,Mahaveer Infoway Limited,MINFY,Mahaveer Infoway Ltd,Active,Z ,10.00,INE019D01016,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
539384,Krishna Capital And Securities Limited,KRISHNACAP,Krishna Capital and Securities Ltd,Active,XT,10.00,INE897B01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539391,Acme Resources Limited,ACME,Acme Resources Ltd,Active,Z ,10.00,INE636B01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539393,Kabra Commercial Limited,KCL,Kabra Commercial Ltd,Active,XT,10.00,INE926E01010,Trading Coal,Equity,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Trading Coal,
539398,Vishal Bearings Limited,VISHALBL,Vishal Bearings Ltd,Active,B ,10.00,INE060T01024,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
539399,Bella Casa Fashion & Retail Limited,BELLACASA,Bella Casa Fashion & Retail Ltd,Active,B ,10.00,INE344T01014,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
539400,MALLCOM (INDIA) LTD.,MALLCOM,Mallcom (India) Ltd,Active,B ,10.00,INE389C01015,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products,
539401,Patdiam Jewellery Limited,PJL,Patdiam Jewellery Ltd,Active,M ,10.00,INE473T01011,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
539402,Vaksons Automobiles Limited,VAL,Vaksons Automobiles Ltd,Active,B ,10.00,INE256S01012,Auto -Dealer,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Auto -Dealer,
539404,SATIN CREDITCARE NETWORK LIMITED,SATIN,Satin Creditcare Network Ltd,Active,B ,10.00,INE836B01017,Microfinance Institutions,Equity,Financial Services,Financial Services,Finance,Microfinance Institutions,
539405,Decorous Investment and Trading Co. Ltd.,DITCO,Decorous Investment & Trading Co Ltd,Active,X ,10.00,INE183R01010,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
539406,Swagtam Trading & Services Limited,SWAGTAM,Swagtam Trading & Services Ltd,Active,XT,10.00,INE150R01019,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539407,Generic Engineering Construction and Projects Limited,GENCON,Generic Engineering Construction and Projects Ltd,Active,B ,5.00,INE854S01022,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
539408,Kuber Udyog Limited,KUBERJI,Kuber Udyog Ltd,Active,XT,10.00,INE594R01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539409,NEERAJ PAPER MARKETING LIMITED,NEERAJ,Neeraj Paper Marketing Ltd,Active,XT,10.00,INE894J01019,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539410,MUZALI ARTS LIMITED,MUZALI,Muzali Arts Ltd,Active,X ,1.00,INE873S01022,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539428,Tejnaksh Healthcare Limited,TEJNAKSH,Tejnaksh Healthcare Ltd,Active,B ,10.00,INE030T01019,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,
539434,Brilliant Portfolios Ltd.,BRIPORT,Brilliant Portfolios Ltd,Active,X ,10.00,INE661F01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539435,Richfield Financial Services Ltd.,RFSL,Richfield Financial Services Ltd,Active,X ,10.00,INE201C01012,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
539436,Coffee Day Enterprises Limited,COFFEEDAY,Coffee Day Enterprises Ltd,Active,A ,10.00,INE335K01011,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,
539437,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFC First Bank Ltd,Active,A ,10.00,INE092T01019,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
539447,BEARDSELL LIMITED,BEARDSELL,Beardsell Ltd,Active,B ,2.00,INE520H01022,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,
539448,InterGlobe Aviation Limited,INDIGO,InterGlobe Aviation Ltd,Active,A ,10.00,INE646L01027,Airline,Equity,Services,Services,Transport Services,Airline,
539449,IGC Industries Limited,IGCIL,IGC Industries Ltd,Active,X ,10.00,INE099S01016,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539450,S H Kelkar and Company Limited,SHK,S H Kelkar and Company Ltd,Active,B ,10.00,INE500L01026,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,
539455,ARYAVAN ENTERPRISE LIMITED,ARYAVAN,Aryavan Enterprise Ltd,Active,XT,10.00,INE360S01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
539468,Typhoon Financial Services Limited,TFSL,Typhoon Financial Services Ltd,Active,X ,10.00,INE761R01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539469,PANORAMA STUDIOS INTERNATIONAL LIMITED ,PANORAMA,Panorama Studios International Ltd,Active,X ,10.00,INE258R01010,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",
539470,Shree Ganesh Biotech (India) Limited,SHREEGANES,Shree Ganesh Biotech (India) Ltd,Active,X ,1.00,INE051N01026,Biotechnology,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology,
539479,GTV Engineering Limited,GTV,GTV Engineering Ltd,Active,X ,10.00,INE910R01016,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,
539480,LIC Mutual Fund,LICNETFN50,LIC MF EXCHANGE TRADED FUND- NIFTY 50,Active,B ,10.00,INF767K01OS7, ,Equity,-,-,-,-,
539486,Geetanjali Credit And Capital Limited,GEETANJ,Geetanjali Credit and Capital Ltd,Active,XT,10.00,INE263R01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539487,LIC Mutual Fund,LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX,Active,A ,10.00,INF767K01OT5, ,Equity,-,-,-,-,
539488,Tirupati Fin-Lease Ltd.,TFLL,Tirupati Finlease Ltd,Active,XT,10.00,INE027S01017,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,
539492,Garbi Finvest Limited,GARBIFIN,Garbi Finvest Ltd,Active,XT,10.00,INE721C01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539494,Smart Finsec Limited,SMARTFIN,Smart Finsec Ltd,Active,X ,1.00,INE766D01020,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539495,Rajkot Investment Trust Limited,RAJKOTINV,Rajkot Investment Trust Ltd,Active,Z ,10.00,INE176R01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539506,Adcon Capital Services Limited,ADCON,Adcon Capital Services Ltd,Active,XT,1.00,INE805Q01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539515,QUINT DIGITAL MEDIA LIMITED,QUINT,Quint Digital Media Ltd,Active,X ,10.00,INE641R01017,Electronic Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Electronic Media,
539516,HDFC Mutual Fund,HDFCNIFETF,HDFC Nifty ETF,Active,B ,76.13,INF179KC1965, ,Equity,-,-,-,-,
539517,HDFC Mutual Fund,SXETF,HDFC Sensex ETF - Open Ended Traded Fund,Active,A ,250.36,INF179KC1973, ,Equity,-,-,-,-,
539518,Uday Jewellery Industries Limited.,UDAYJEW,Uday Jewellery Industries Ltd,Active,X ,10.00,INE551B01012,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
539519,Mayukh Dealtrade Limited,MAYUKH,Mayukh Dealtrade Ltd,Active,XT,5.00,INE280E01020,Distributors,Equity,Consumer Discretionary,Consumer Services,Retailing,Distributors,
539521,Navigant Corporate Advisors Limited,NAVIGANT,Navigant Corporate Advisors Ltd,Active,M ,10.00,INE364T01012,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
539522,Grovy India Limited,GROVY,Grovy India Ltd,Active,XT,10.00,INE343C01012,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,
539523,Alkem Laboratories Limited,ALKEM,Alkem Laboratories Ltd,Active,A ,2.00,INE540L01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
539524,Dr. Lal Pathlabs Limited,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A ,10.00,INE600L01024,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,
539526,Suncare Traders Limited,SCTL,Suncare Traders Ltd,Active,B ,2.00,INE452S01025,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539527,Creative Castings Limited,CREATIVE,Creative Castings Ltd,Active,X ,10.00,INE146E01015,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,
539528,Aayush Food And Herbs Limited,AAYUSH,Aayush Food and Herbs Ltd,Active,XT,10.00,INE430R01015,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,
539533,ELITECON INTERNATIONAL LIMITED,ELITECON,Elitecon International Ltd,Active,XT,10.00,INE669R01018,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539542,LUX Industries Limited,LUXIND,Lux Industries Ltd,Active,B ,2.00,INE150G01020,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
539543,Valley Magnesite Company Limited,VALLEY,Valley Magnesite Company Ltd,Active,X ,10.00,INE834E01016,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,
539544,Abhishek Infraventures Limited,ABHIINFRA,Abhishek Infraventures Ltd,Active,XT,10.00,INE281P01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
539545,Apoorva Leasing Finance & Investment Company Limited,APOORVA,Apoorva Leasing Finance and Investment Company Ltd,Active,X ,10.00,INE217S01014,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
539546,Beekay Niryat Limited,BNL,Beekay Niryat Ltd,Active,X ,10.00,INE679E01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539551,Narayana Hrudayalaya Limited,NH,Narayana Hrudayalaya Ltd,Active,A ,10.00,INE410P01011,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
539552,F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED,FMEC,F Mec International Financial Services Ltd,Active,XT,10.00,INE108T01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539559,Deep Diamond India Limited,DDIL,Deep Diamond India Ltd,Active,XT,1.00,INE005G01026,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
539560,Abhijit Trading Co. Ltd.,ABHIJIT,Abhijit Trading Company Ltd,Active,XT,10.00,INE994N01019,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,
539561,REMEDIUM LIFECARE LIMITED,REMLIFE,Remedium Lifecare Ltd,Active,X ,10.00,INE549S01010,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539562,AARNAV FASHIONS LIMITED,AARNAV,Aarnav Fashions Ltd,Active,X ,10.00,INE750R01016,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,
539574,Sunshine Capital Ltd.,SCL,Sunshine Capital Ltd,Active,X ,10.00,INE974F01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539584,SHARANAM INFRAPROJECT AND TRADING LIMITED,SIPTL,Sharanam Infraproject and Trading Ltd,Active,X ,1.00,INE104S01022,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539593,Shivansh Finserv Limited,SHIVA,Shivansh Finserve Ltd,Active,XT,10.00,INE728Q01014,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
539594,Mishtann Foods Limited,MISHTANN,Mishtann Foods Ltd,Active,B ,1.00,INE094S01041,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,
539596,Delta Industrial Resources Limited,DELTA,Delta Industrial Resources Ltd,Active,XT,10.00,INE681Q01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
539597,Jindal Stainless (Hisar) Limited,JSLHISAR,Jindal Stainless (Hisar) Ltd,Active,A ,2.00,INE455T01018,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
539598,Oracle Credit Limited,ORACLECR,Oracle Credit Ltd,Active,X ,10.00,INE727C01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539599,Kotia Enterprises Limited,KEL,Kotia Enterprises Ltd,Active,X ,10.00,INE079C01012,Distributors,Equity,Consumer Discretionary,Consumer Services,Retailing,Distributors,
539600,CHAMAK HOLDINGS LIMITED,CHAMAK,Chamak Holdings Ltd,Active,X ,10.00,INE049R01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539607,Blue Cloud Softech Solutions Limited,BLUECLOUDS,Blue Cloud Softech Solutions Ltd,Active,X ,2.00,INE373T01039,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,
539620,A Infrastructure Limited,AINFRA,A Infrastructure Ltd,Active,X ,5.00,INE534E01020,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
539621,BCL Enterprises Limited,BCLENTERPR,BCL Enterprises Ltd,Active,X ,1.00,INE368E01023,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539636,Precision Camshafts Limited,PRECAM,Precision Camshafts Ltd,Active,B ,10.00,INE484I01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
539637,Blueblood Ventures Limited,BVL,Blueblood Ventures Ltd,Active,M ,10.00,INE562S01013,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
539658,TeamLease Services Limited,TEAMLEASE,TeamLease Services Ltd,Active,A ,10.00,INE985S01024,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
539659,Vidli Restaurants Limited,VIDLI,Vidli Restaurants Ltd,Active,B ,10.00,INE564S01019,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,
539660,BEST AGROLIFE LIMITED,BESTAGRO,Best Agrolife Ltd,Active,A ,10.00,INE052T01013,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
539661,ACE MEN ENGG WORKS LIMITED,ACEMEN,Ace Men Engg Works Ltd,Active,XT,10.00,INE023R01018,Distributors,Equity,Consumer Discretionary,Consumer Services,Retailing,Distributors,
539662,BFL Asset Finvest Limited,BFLAFL,BFL Asset Finvest Ltd,Active,X ,10.00,INE948Q01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539673,Radhagobind Commercial Limited,RCL,Radhagobind Commercial Ltd,Active,Z ,10.00,INE792P01012,Distributors,Equity,Consumer Discretionary,Consumer Services,Retailing,Distributors,
539678,Quick Heal Technologies Limited,QUICKHEAL,Quick Heal Technologies Ltd,Active,B ,10.00,INE306L01010,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,
539679,Kapil Raj Finance Ltd.,KAPILRAJ,Kapil Raj Finance Ltd,Active,XT,10.00,INE332Q01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539680,Ganga Pharmaceuticals Limited,GANGAPHARM,Ganga Pharmaceuticals Ltd,Active,M ,10.00,INE615T01017,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
539681,dynamic Archistructures Limited,DAL,Dynamic Archistructures Ltd,Active,XT,10.00,INE874E01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539682,LUCENT INDUSTRIES LIMITED,LUCENT,Lucent Industries Ltd,Active,T ,10.00,INE622Q01019,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,
539683,Shivkamal Impex Limited,SHIVKAMAL,Shivkamal Impex Ltd,Active,X ,10.00,INE429R01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539686,K.P. Energy Limited,KPEL,K.P. Energy Ltd,Active,B ,10.00,INE127T01013,Power Generation,Equity,Utilities,Power,Power,Power Generation,
539692,INTERACTIVE FINANCIAL SERVICES LIMITED,IFINSER,Interactive Financial Services Ltd,Active,X ,10.00,INE064T01018,Other Capital Market related Services,Equity,Financial Services,Financial Services,Capital Markets,Other Capital Market related Services,
539697,HILIKS TECHNOLOGIES LIMITED,HILIKS,Hiliks Technologies Ltd,Active,X ,10.00,INE966Q01010,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,
539724,HYPERSOFT TECHNOLOGIES LIMITED,HYPERSOFT,Hypersoft Technologies Ltd,Active,X ,10.00,INE039D01014,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
539725,Gokul Agro Resources Ltd,GOKULAGRO,Gokul Agro Resources Ltd,Active,B ,2.00,INE314T01025,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,
539730,Fredun Pharmaceuticals Limited,FREDUN,Fredun Pharmaceuticals Ltd,Active,X ,10.00,INE194R01017,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
539742,Simbhaoli Sugars Ltd,SIMBHALS,Simbhaoli Sugars Ltd,Active,B ,10.00,INE748T01016,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,
539760,Relicab Cable Manufacturing Limited,RELICAB,Relicab Cable Manufacturing Ltd,Active,M ,10.00,INE773T01014,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,
539762,Modern Converters Limited,MODCL,Modern Converters Ltd,Active,XT,10.00,INE250S01015,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,
539767,Mega Nirman & Industries Limited,MNIL,Mega Nirman and Industries Ltd,Active,XT,10.00,INE216Q01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
539770,Darjeeling Ropeway Company Limited,DARJEELING,Darjeeling Ropeway Company Ltd,Active,XT,10.00,INE830S01014,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
539773,Advik Capital Limited,ADVIKCA,Advik Capital Ltd,Active,X ,1.00,INE178T01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539784,LIC Mutual Fund,LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100,Active,B ,10.00,INF767K01PC8, ,Equity,-,-,-,-,
539785,Pudumjee Paper Products Limited,PDMJEPAPER,Pudumjee Paper Products Ltd,Active,B ,1.00,INE865T01018,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
539787,HealthCare Global Enterprises Limited,HCG,HealthCare Global Enterprises Ltd,Active,A ,10.00,INE075I01017,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
539788,Khemani Distributors & Marketing Limited,KDML,Khemani Distributors & Marketing Ltd,Active,M ,5.00,INE030U01025,Distributors,Equity,Consumer Discretionary,Consumer Services,Retailing,Distributors,
539798,Umiya Tubes Limited,UMIYA,Umiya Tubes Ltd,Active,B ,10.00,INE173U01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
539799,Bharat Wire Ropes Limited,BHARATWIRE,Bharat Wire Ropes Ltd,Active,B ,10.00,INE316L01019,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
539800,CHD Chemicals Limited,CHDCHEM,CHD Chemicals Ltd,Active,B ,10.00,INE043U01010,Trading - Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,
539807,INFIBEAM AVENUES LIMITED,INFIBEAM,Infibeam Avenues Ltd,Active,A ,1.00,INE483S01020,Financial Technology (Fintech),Equity,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),
539814,LE LAVOIR LIMITED,LELAVOIR,LE Lavoir Ltd,Active,X ,10.00,INE204S01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539819,Mudra Financial Services Ltd.,MUDRA,Mudra Financial Services Ltd,Active,X ,10.00,INE967S01014,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
539833,Shivom Investment & Consultancy Limited,SICLTD,Shivom Investment & Consultancy Ltd,Active,Z ,10.00,INE074G01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539834,Balgopal Commercial limited,BALGOPAL,Balgopal Commercial Ltd,Active,X ,10.00,INE119R01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539835,Superior Finlease Limited,SUPERIOR,Superior Finlease Ltd,Active,X ,1.00,INE574R01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539837,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,RPEL,Raghav Productivity Enhancers Ltd,Active,B ,10.00,INE912T01018,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,
539839,Franklin Leasing and Finance Limited,FRANKLIN,Franklin Leasing and Finance Ltd,Active,M ,10.00,INE399S01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539841,Lancer Container Lines Limited,LANCER,Lancer Container Lines Ltd,Active,B ,5.00,INE359U01028,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,
539843,NINtec Systems Limited,NINSYS,NINtec Systems Ltd,Active,M ,10.00,INE395U01014,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
539854,Halder Venture Limited,HALDER,Halder Venture Ltd,Active,X ,10.00,INE115S01010,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,
539861,SKIL Infrastructure Limited,SKIL,SKIL Infrastructure Ltd,Active,T ,10.00,INE429F01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
539871,Thyrocare Technologies Limited,THYROCARE,Thyrocare Technologies Ltd,Active,A ,10.00,INE594H01019,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,
539872,Bajaj Healthcare Limited,BAJAJHCARE,Bajaj Healthcare Ltd,Active,B ,5.00,INE411U01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
